Unix Time (s),Test Time (h),Air Temp (C),RH (%),Surface Temp (C) ,Cond Lo Freq (S) ,Cond Hi Freq (S) ,Galv Corr 1 (A) ,Galv Corr 2 (A) ,Tot Cond Lo Freq (C/V),Tot Cond Hi Freq (C/V),Tot Galv Corr 1 (C),Tot Galv Corr 2 (C)
1713316380,2870.216667,-0.8862,99.17,-0.4359,1,15.45,0.0739,0.01,4.509602,335.550228,5.215336,0.401659
1713318180,2870.716667,-0.2213,99.61,0.09473,1,15.45,0.07427,0.01,4.511402,335.578038,5.215469,0.401659
1713319980,2871.216667,-1.209,98.56,-0.6128,1,15.29,0.07195,0.01,4.513202,335.605704,5.215601,0.401659
1713321780,2871.716667,-1.452,99.21,-1.068,1,14.3,0.06956,0.01,4.515002,335.632335,5.215728,0.401659
1713323580,2872.216667,-0.8995,98.86,-0.3348,1,15.52,0.07098,0.01,4.516802,335.659173,5.215855,0.401659
1713325380,2872.716667,-1.07,99.38,-0.6381,1,16.14,0.06941,0.01,4.518602,335.687667,5.215981,0.401659
1713327180,2873.216667,-0.02632,100,0.06946,1,16.83,0.07585,0.01,4.520402,335.71734,5.216112,0.401659
1713328980,2873.716667,3.565,97.03,3.178,1,24.34,0.08468,0.01,4.522202,335.754393,5.216256,0.401659
1713330780,2874.216667,6.631,81.04,5.528,0.005151,5,0.0891,0.01,4.523106,335.776299,5.216413,0.401659
1713332580,2874.716667,10.98,61.93,8.509,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713334380,2875.216667,13.33,52.43,10.96,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713336180,2875.716667,13.46,50.77,12.07,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713337980,2876.216667,18.35,38.72,15.04,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713339780,2876.716667,25.52,26.05,18.3,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713341580,2877.216667,16.14,42.47,15.89,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713343380,2877.716667,14.95,48.56,14.57,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713345180,2878.216667,19.55,35.71,17.11,0.005,5,0.01,0.01,4.523111,335.776299,5.216493,0.401659
1713346980,2878.716667,12.83,54.21,12.93,0.8339,5,0.05009,0.01,4.523862,335.776299,5.216538,0.401659
1713348780,2879.216667,12.24,68.15,11.59,1,8.79,0.01,0.01,4.525512,335.78421,5.216583,0.401659
1713350580,2879.716667,11.23,66.28,10.83,1,8.952,0.01,0.01,4.527312,335.800177,5.216583,0.401659
1713352380,2880.216667,12.41,75.51,12.17,1,17.6,0.01,0.01,4.529112,335.824074,5.216583,0.401659
1713354180,2880.716667,11.41,90.26,11.19,1,33.79,0.1104,0.01,4.530912,335.870325,5.216682,0.401659
1713355980,2881.216667,8.14,94.46,8.737,1,14.07,0.08243,0.01,4.532712,335.913399,5.216856,0.401659
1713357780,2881.716667,9.795,97.87,8.737,1,11.53,0.07824,0.01,4.534512,335.936439,5.217,0.401659
1713359580,2882.216667,7.886,97.42,7.751,1,8.871,0.08011,0.01,4.536312,335.9548,5.217143,0.401659
1713361380,2882.716667,6.842,97.92,6.766,1,11.53,0.07038,0.01,4.538112,335.973161,5.217278,0.401659
1713363180,2883.216667,7.053,98.94,6.488,1,10,0.05451,0.01,4.539912,335.992538,5.217391,0.401659
1713364980,2883.716667,6.388,98.92,6.134,1,10.84,0.0614,0.01,4.541712,336.011294,5.217495,0.401659
1713366780,2884.216667,5.739,99.1,5.704,1,17.52,0.06132,0.01,4.543512,336.036818,5.217606,0.401659
1713368580,2884.716667,7.023,99.33,6.488,0.005,5,0.01,0.01,4.544412,336.052586,5.217661,0.401659
1713370380,2885.216667,6.444,90.62,6.159,0.005,5,0.01,0.01,4.544412,336.052586,5.217661,0.401659
1713372180,2885.716667,5.979,92.68,5.881,0.005701,5,0.01,0.01,4.544417,336.052586,5.217661,0.401659
1713373980,2886.216667,5.611,94.23,5.679,0.00543,5,0.01,0.01,4.544427,336.052586,5.217661,0.401659
1713375780,2886.716667,5.245,94.56,5.376,0.006492,5,0.01,0.01,4.544438,336.052586,5.217661,0.401659
1713377580,2887.216667,4.735,96.74,5.098,0.007488,5,0.01,0.01,4.54445,336.052586,5.217661,0.401659
1713379380,2887.716667,2.476,97.82,3.38,0.1838,5,0.03078,0.01,4.544623,336.052586,5.217688,0.401659
1713381180,2888.216667,1.613,98.27,2.344,1,7.984,0.04208,0.01,4.545688,336.059772,5.217754,0.401659
1713382980,2888.716667,0.6386,97.87,1.459,1,14.14,0.04553,0.01,4.547488,336.079683,5.217833,0.401659
1713384780,2889.216667,0.2834,98.42,0.9792,1,19.05,0.04396,0.01,4.549288,336.109554,5.217913,0.401659
1713386580,2889.716667,-0.2373,98.77,0.3727,1,20.87,0.04283,0.01,4.551088,336.145482,5.217991,0.401659
1713388380,2890.216667,-1.11,98.35,-0.537,1,24.95,0.04014,0.01,4.552888,336.18672,5.218066,0.401659
1713390180,2890.716667,-1.791,98.76,-1.27,1,23.79,0.03662,0.01,4.554688,336.230586,5.218135,0.401659
1713391980,2891.216667,-1.818,99.19,-1.472,1,24.34,0.03654,0.01,4.556488,336.273903,5.218201,0.401659
1713393780,2891.716667,-1.847,99.13,-1.396,1,25.42,0.03737,0.01,4.558288,336.318687,5.218268,0.401659
1713395580,2892.216667,-2.187,99.23,-1.699,1,27.46,0.03819,0.01,4.560088,336.366279,5.218336,0.401659
1713397380,2892.716667,-2.042,99.11,-1.624,1,25.02,0.04149,0.01,4.561888,336.413511,5.218407,0.401659
1713399180,2893.216667,-2.638,99.42,-2.18,1,24.61,0.04201,0.01,4.563688,336.458178,5.218482,0.401659
1713400980,2893.716667,-0.9556,100,-1.598,0.2334,5.887,0.01,0.01,4.564798,336.485626,5.21852,0.401659
1713402780,2894.216667,-2.665,97.31,-2.281,0.07102,5,0.01,0.01,4.565072,336.490924,5.21852,0.401659
1713404580,2894.716667,-2.793,97.61,-2.483,0.05793,6.935,0.01,0.01,4.565188,336.497165,5.21852,0.401659
1713406380,2895.216667,-3.359,97.31,-2.988,0.04514,5,0.01,0.01,4.565281,336.503407,5.21852,0.401659
1713408180,2895.716667,-3.145,97.73,-2.887,0.04894,5,0.01,0.01,4.565366,336.503407,5.21852,0.401659
1713409980,2896.216667,-3.471,97.15,-3.14,0.04054,5,0.01,0.01,4.565446,336.503407,5.21852,0.401659
1713411780,2896.716667,-3.682,97.41,-3.519,0.03652,5,0.01,0.01,4.565515,336.503407,5.21852,0.401659
1713413580,2897.216667,-2.128,98.52,-2.129,0.06447,5.081,0.01,0.01,4.565606,336.50798,5.21852,0.401659
1713415380,2897.716667,0.6813,96.49,0.3727,0.3829,5,0.01,0.01,4.566009,336.512553,5.21852,0.401659
1713417180,2898.216667,1.627,98.55,1.333,1,5,0.07195,0.01,4.567254,336.512553,5.218585,0.401659
1713418980,2898.716667,9.71,62.32,6.311,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713420780,2899.216667,10.37,59.05,7.65,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713422580,2899.716667,7.109,68.38,6.134,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713424380,2900.216667,16.92,39.58,10.13,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713426180,2900.716667,20.84,29.92,14.57,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713427980,2901.216667,11.53,49.48,11.44,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713429780,2901.716667,11.36,52.14,9.192,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713431580,2902.216667,19.99,30.42,16.28,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713433380,2902.716667,22.99,25.95,17.62,0.005,5,0.01,0.01,4.568154,336.512553,5.21865,0.401659
1713435180,2903.216667,12.3,84.59,13.7,1,44.81,0.2067,0.01,4.569054,336.552882,5.218836,0.401659
1713436980,2903.716667,9.723,91.31,9.267,1,13.45,0.139,0.01,4.570854,336.605316,5.219147,0.401659
1713438780,2904.216667,17.23,57.32,12.45,1,5,0.01,0.01,4.572654,336.617421,5.219272,0.401659
1713440580,2904.716667,13.6,50.13,12.3,0.4496,5,0.01144,0.01,4.573958,336.617421,5.219282,0.401659
1713442380,2905.216667,11.11,90.64,11.92,0.1835,5,0.01,0.01,4.574528,336.617421,5.219293,0.401659
1713444180,2905.716667,16.83,47.23,9.369,0.005,5,0.01,0.01,4.574693,336.617421,5.219293,0.401659
1713445980,2906.216667,21.77,29.54,15.28,0.005,5,0.01,0.01,4.574693,336.617421,5.219293,0.401659
1713447780,2906.716667,17.76,30.99,15.16,0.005,5,0.01,0.01,4.574693,336.617421,5.219293,0.401659
1713449580,2907.216667,17.54,32.68,12.96,0.005,5.081,0.01,0.01,4.574693,336.621994,5.219293,0.401659
1713451380,2907.716667,16.11,38.26,14.36,0.005,5,0.01,0.01,4.574693,336.626566,5.219293,0.401659
1713453180,2908.216667,11.74,45.78,11.16,0.005,5,0.01,0.01,4.574693,336.626566,5.219293,0.401659
1713454980,2908.716667,9.298,53.61,9.369,0.005,5,0.01,0.01,4.574693,336.626566,5.219293,0.401659
1713456780,2909.216667,7.234,61.83,7.398,0.005,5,0.01,0.01,4.574693,336.626566,5.219293,0.401659
1713458580,2909.716667,5.031,90.1,5.704,1,38.15,0.2226,0.01,4.575593,336.660901,5.219493,0.401659
1713460380,2910.216667,3.747,93.9,4.011,1,53.18,0.08887,0.01,4.577393,336.743098,5.219773,0.401659
1713462180,2910.716667,3.76,85.53,3.784,1,58.94,0.01,0.01,4.579193,336.844006,5.219853,0.401659
1713463980,2911.216667,3.493,86.97,3.708,1,63.96,0.01,0.01,4.580993,336.954616,5.219853,0.401659
1713465780,2911.716667,2.42,92.13,3.077,1,66.18,0.01,0.01,4.582793,337.071742,5.219853,0.401659
1713467580,2912.216667,2.657,91.58,2.824,1,73.51,0.01,0.01,4.584593,337.197463,5.219853,0.401659
1713469380,2912.716667,3.069,84.84,3.354,1,73.68,0.01,0.01,4.586393,337.329934,5.219853,0.401659
1713471180,2913.216667,2.446,85.91,3.102,1,74.83,0.01,0.01,4.588193,337.463593,5.219853,0.401659
1713472980,2913.716667,1.02,90.24,1.99,1,65.86,0.01,0.01,4.589993,337.590214,5.219853,0.401659
1713474780,2914.216667,0.07248,96.36,0.9034,1,63.63,0.01,0.01,4.591793,337.706755,5.219853,0.401659
1713476580,2914.716667,-0.5764,96.46,0.2463,1,71.54,0.01182,0.01,4.593593,337.828408,5.219864,0.401659
1713478380,2915.216667,-1.255,96.69,-0.5623,1,79.44,0.05069,0.01,4.595393,337.96429,5.21992,0.401659
1713480180,2915.716667,-1.663,97.29,-1.042,1,81.74,0.04493,0.01,4.597193,338.109352,5.220006,0.401659
1713481980,2916.216667,-1.904,98.01,-1.421,1,89.65,0.04066,0.01,4.598993,338.263603,5.220083,0.401659
1713483780,2916.716667,-1.861,98.01,-1.371,1,92.03,0.04149,0.01,4.600793,338.427115,5.220157,0.401659
1713485580,2917.216667,-2.259,97.89,-1.674,1,94.17,0.04014,0.01,4.602593,338.594695,5.220231,0.401659
1713487380,2917.716667,-2.259,98.44,-1.851,1,94.26,0.04822,0.01,4.604393,338.764282,5.22031,0.401659
1713489180,2918.216667,-2.259,98.68,-1.851,1,93.6,0.04987,0.01,4.606193,338.933356,5.220398,0.401659
1713490980,2918.716667,-2.793,98.04,-2.255,1,93.27,0.04957,0.01,4.607993,339.101539,5.220488,0.401659
1713492780,2919.216667,-2.819,99.04,-2.483,1,91.04,0.04927,0.01,4.609793,339.267418,5.220577,0.401659
1713494580,2919.716667,-2.398,99.23,-2.104,1,93.84,0.05204,0.01,4.611593,339.43381,5.220668,0.401659
1713496380,2920.216667,-2.355,97.09,-2.053,1,6.694,0.01,0.01,4.613393,339.524291,5.220715,0.401659
1713498180,2920.716667,-1.917,98.14,-1.876,1,7.097,0.01,0.01,4.615193,339.536703,5.220715,0.401659
1713499980,2921.216667,0.1019,99.5,-0.05688,1,70.88,0.1252,0.01,4.616993,339.606882,5.220828,0.401659
1713501780,2921.716667,0.5131,98.39,0.6506,1,28.35,0.09741,0.01,4.618793,339.696189,5.221028,0.401659
1713503580,2922.216667,3.704,95.45,3.456,0.2326,5,0.113,0.01,4.619903,339.721704,5.221217,0.401659
1713505380,2922.716667,5.993,81.08,5.174,1,5.726,0.01992,0.01,4.621012,339.726858,5.221337,0.401659
1713507180,2923.216667,8.268,72.86,6.892,0.5778,5,0.01,0.01,4.622432,339.732011,5.221355,0.401659
1713508980,2923.716667,8.788,67.18,8.484,0.005,5,0.01932,0.01,4.622952,339.732011,5.221372,0.401659
1713510780,2924.216667,13.54,49.8,11.69,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713512580,2924.716667,15.43,40.68,12.78,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713514380,2925.216667,15.86,40.2,13.87,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713516180,2925.716667,17.31,38.12,14.28,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713517980,2926.216667,15.3,42.86,15.57,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713519780,2926.716667,20.67,28.45,18.03,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713521580,2927.216667,30.53,17.09,22.34,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713523380,2927.716667,33.52,13.19,23.19,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713525180,2928.216667,33.71,12.28,24.5,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713526980,2928.716667,31.1,14.7,23.12,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713528780,2929.216667,32.77,13.29,22.99,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713530580,2929.716667,18.67,30.26,17.96,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713532380,2930.216667,19.48,26.84,15.72,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713534180,2930.716667,18.16,30.53,16.03,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713535980,2931.216667,16.45,34.07,16.35,0.005,5,0.01,0.01,4.622952,339.732011,5.22139,0.401659
1713537780,2931.716667,11.14,53.42,12.22,1,5,0.1364,0.01,4.623852,339.732011,5.221512,0.401659
1713539580,2932.216667,6.078,97.03,6.21,1,11.07,0.1082,0.01,4.625652,339.741974,5.221733,0.401659
1713541380,2932.716667,6.644,97.01,6.387,0.005,5,0.01,0.01,4.626552,339.751937,5.22183,0.401659
1713543180,2933.216667,6.77,96,6.892,1,12.15,0.07749,0.01,4.627452,339.762872,5.2219,0.401659
1713544980,2933.716667,5.896,96.46,6.26,1,8.71,0.01,0.01,4.629252,339.781646,5.221969,0.401659
1713546780,2934.216667,4.497,97.99,4.921,0.02741,5,0.01,0.01,4.630177,339.789485,5.221969,0.401659
1713548580,2934.716667,4.356,98.75,4.593,0.03051,5,0.01,0.01,4.630229,339.789485,5.221969,0.401659
1713550380,2935.216667,3.875,98.85,4.214,0.1874,5,0.01098,0.01,4.630425,339.789485,5.221979,0.401659
1713552180,2935.716667,3.734,99.44,3.936,1,5,0.04276,0.01,4.631493,339.789485,5.222028,0.401659
1713553980,2936.216667,4.142,99.7,4.264,1,7.016,0.05593,0.01,4.633293,339.795799,5.222117,0.401659
1713555780,2936.716667,3.565,98.9,3.986,1,5.887,0.02255,0.01,4.635093,339.807412,5.222187,0.401659
1713557580,2937.216667,3.704,98.37,3.986,1,9.274,0.02404,0.01,4.636893,339.821057,5.222229,0.401659
1713559380,2937.716667,3.309,98.99,3.43,1,7.661,0.01,0.01,4.638693,339.836299,5.222251,0.401659
1713561180,2938.216667,3.803,95.98,3.809,1,7.903,0.01833,0.01,4.640493,339.850306,5.222267,0.401659
1713562980,2938.716667,3.408,98.42,3.531,1,56.47,0.031,0.01,4.642293,339.908242,5.222312,0.401659
1713564780,2939.216667,3.664,99.6,3.658,1,33.52,0.07083,0.01,4.644093,339.989233,5.222403,0.401659
1713566580,2939.716667,3.974,100,3.936,1,11.61,0.05406,0.01,4.645893,340.02985,5.222516,0.401659
1713568380,2940.216667,4.211,100,4.214,1,12.22,0.05406,0.01,4.647693,340.051297,5.222613,0.401659
1713570180,2940.716667,4.198,100,4.188,1,13.15,0.05421,0.01,4.649493,340.07413,5.22271,0.401659
1713571980,2941.216667,4.254,100,4.264,1,12.69,0.05271,0.01,4.651293,340.097386,5.222807,0.401659
1713573780,2941.716667,4.211,100,4.214,1,9.839,0.04755,0.01,4.653093,340.117662,5.222897,0.401659
1713575580,2942.216667,4.225,100,4.188,1,10.23,0.05084,0.01,4.654893,340.135724,5.222985,0.401659
1713577380,2942.716667,3.734,100,3.885,1,8.629,0.04882,0.01,4.656693,340.152697,5.223075,0.401659
1713579180,2943.216667,2.788,99.78,3.203,1,10.69,0.04807,0.01,4.658493,340.170084,5.223162,0.401659
1713580980,2943.716667,3.253,100,3.279,1,9.758,0.0489,0.01,4.660293,340.188487,5.22325,0.401659
1713582780,2944.216667,4.057,100,4.011,1,10.77,0.05047,0.01,4.662093,340.206963,5.223339,0.401659
1713584580,2944.716667,4.58,100,4.492,1,15.98,0.05301,0.01,4.663893,340.231038,5.223432,0.401659
1713586380,2945.216667,5.002,100,4.845,1,14.76,0.05107,0.01,4.665693,340.258704,5.223526,0.401659
1713588180,2945.716667,5.386,100,5.25,1,14.53,0.0477,0.01,4.667493,340.285065,5.223615,0.401659
1713589980,2946.216667,5.555,100,5.477,1,12.22,0.05009,0.01,4.669293,340.30914,5.223703,0.401659
1713591780,2946.716667,5.867,100,5.704,1,10.84,0.05152,0.01,4.671093,340.329894,5.223794,0.401659
1713593580,2947.216667,7.079,100,6.69,1,13.07,0.05489,0.01,4.672893,340.351413,5.22389,0.401659
1713595380,2947.716667,6.543,100,6.463,0.005686,5,0.01735,0.01,4.673799,340.363176,5.223955,0.401659
1713597180,2948.216667,8.607,88.87,7.322,0.007691,5,0.01,0.01,4.673811,340.363176,5.223971,0.401659
1713598980,2948.716667,16.44,51.88,13.82,0.005,5,0.01,0.01,4.673818,340.363176,5.223971,0.401659
1713600780,2949.216667,12.95,60.98,11.87,0.006206,5,0.01,0.01,4.673823,340.363176,5.223971,0.401659
1713602580,2949.716667,9.355,96.8,9.596,1,9.435,0.06132,0.01,4.674729,340.371667,5.224026,0.401659
1713604380,2950.216667,17.18,52.51,14.67,0.005,5,0.01,0.01,4.675629,340.380159,5.224081,0.401659
1713606180,2950.716667,16.28,48.94,14.72,1,5,0.01,0.01,4.676529,340.380159,5.224081,0.401659
1713607980,2951.216667,22.77,61.6,14.91,0.4494,5,0.01,0.01,4.677833,340.380159,5.224081,0.401659
1713609780,2951.716667,19.82,40.07,17.15,0.005,5,0.01,0.01,4.678238,340.380159,5.224081,0.401659
1713611580,2952.216667,12.82,62.51,13.08,0.5555,5,0.01,0.01,4.678738,340.380159,5.224081,0.401659
1713613380,2952.716667,11.02,68.69,11.24,1,5,0.03527,0.01,4.680138,340.380159,5.224113,0.401659
1713615180,2953.216667,8.93,97.24,8.787,1,22.77,0.0727,0.01,4.681938,340.400652,5.22421,0.401659
1713616980,2953.716667,19.22,47.74,14.67,0.005,5,0.01,0.01,4.682838,340.421145,5.224275,0.401659
1713618780,2954.216667,17.18,45.52,15.6,0.005,5,0.01,0.01,4.682838,340.421145,5.224275,0.401659
1713620580,2954.716667,14.64,50.35,14.87,0.005,5,0.01,0.01,4.682838,340.421145,5.224275,0.401659
1713622380,2955.216667,8.719,88.76,9.646,1,36.24,0.07412,0.01,4.683738,340.453761,5.224342,0.401659
1713624180,2955.716667,6.516,97.13,6.715,1,13.53,0.05451,0.01,4.685538,340.498554,5.224458,0.401659
1713625980,2956.216667,6.417,98.43,6.336,1,6.694,0.04066,0.01,4.687338,340.516755,5.224543,0.401659
1713627780,2956.716667,6.714,98.78,6.639,1,11.53,0.04867,0.01,4.689138,340.533157,5.224624,0.401659
1713629580,2957.216667,6.332,98.89,6.362,1,9.597,0.0447,0.01,4.690938,340.552171,5.224708,0.401659
1713631380,2957.716667,5.525,98.9,5.603,1,5.484,0.03804,0.01,4.692738,340.565744,5.224782,0.401659
1713633180,2958.216667,4.876,99.13,4.921,1,8.548,0.0358,0.01,4.694538,340.578373,5.224849,0.401659
1713634980,2958.716667,4.284,99.28,4.365,1,7.419,0.03692,0.01,4.696338,340.592743,5.224914,0.401659
1713636780,2959.216667,3.832,99.49,3.885,1,8.548,0.03879,0.01,4.698138,340.607113,5.224982,0.401659
1713638580,2959.716667,3.734,99.76,3.708,1,11.07,0.0462,0.01,4.699938,340.62477,5.225059,0.401659
1713640380,2960.216667,3.72,99.87,3.708,1,11.69,0.0492,0.01,4.701738,340.645254,5.225145,0.401659
1713642180,2960.716667,3.549,99.88,3.531,1,5.403,0.04478,0.01,4.703538,340.660637,5.225229,0.401659
1713643980,2961.216667,3.098,99.73,3.203,1,16.14,0.06349,0.01,4.705338,340.680026,5.225327,0.401659
1713645780,2961.716667,3.013,100,3.026,1,14.22,0.04897,0.01,4.707138,340.70735,5.225428,0.401659
1713647580,2962.216667,2.9,100,2.95,1,16.14,0.04568,0.01,4.708938,340.734674,5.225513,0.401659
1713649380,2962.716667,2.914,100,2.9,1,8.548,0.03475,0.01,4.710738,340.756893,5.225586,0.401659
1713651180,2963.216667,3.181,99.95,3.051,0.542,5.081,0.01,0.01,4.712125,340.769159,5.225617,0.401659
1713652980,2963.716667,3.055,95.05,2.95,0.0531,5,0.01,0.01,4.712661,340.773732,5.225617,0.401659
1713654780,2964.216667,2.943,91.44,2.9,0.04034,5,0.01,0.01,4.712745,340.773732,5.225617,0.401659
1713656580,2964.716667,2.802,86.79,2.723,0.02891,5,0.01,0.01,4.712807,340.773732,5.225617,0.401659
1713658380,2965.216667,2.588,85.33,2.571,0.02576,5,0.01,0.01,4.712857,340.773732,5.225617,0.401659
1713660180,2965.716667,2.377,82.49,2.419,0.02371,5,0.01,0.01,4.712901,340.773732,5.225617,0.401659
1713661980,2966.216667,2.193,82.74,2.192,0.02204,5,0.01,0.01,4.712942,340.773732,5.225617,0.401659
1713663780,2966.716667,2.206,81.73,2.167,0.02179,5,0.01,0.01,4.712982,340.773732,5.225617,0.401659
1713665580,2967.216667,2.166,82.36,2.142,0.02227,5,0.01,0.01,4.713021,340.773732,5.225617,0.401659
1713667380,2967.716667,2.094,82.17,2.091,0.02093,5,0.01,0.01,4.71306,340.773732,5.225617,0.401659
1713669180,2968.216667,2.024,80.77,1.99,0.02088,5,0.01,0.01,4.713098,340.773732,5.225617,0.401659
1713670980,2968.716667,2.054,81.09,1.939,0.02087,5,0.01,0.01,4.713135,340.773732,5.225617,0.401659
1713672780,2969.216667,2.249,79.79,2.066,0.0213,5,0.01,0.01,4.713173,340.773732,5.225617,0.401659
1713674580,2969.716667,2.943,78.14,2.571,0.01947,5,0.01,0.01,4.71321,340.773732,5.225617,0.401659
1713676380,2970.216667,3.76,76.06,3.253,0.6779,5,0.01,0.01,4.713838,340.773732,5.225617,0.401659
1713678180,2970.716667,3.987,75.29,3.506,0.01976,5,0.01,0.01,4.714466,340.773732,5.225617,0.401659
1713679980,2971.216667,4.497,73.93,3.835,0.018,5,0.01,0.01,4.7145,340.773732,5.225617,0.401659
1713681780,2971.716667,5.597,72.08,4.845,0.01775,5,0.01,0.01,4.714532,340.773732,5.225617,0.401659
1713683580,2972.216667,7.52,64.02,6.488,0.01313,5,0.01,0.01,4.71456,340.773732,5.225617,0.401659
1713685380,2972.716667,9.963,60.13,8.105,0.01298,5,0.01,0.01,4.714583,340.773732,5.225617,0.401659
1713687180,2973.216667,11.14,51.68,9.95,0.01038,5.726,0.01,0.01,4.714604,340.778886,5.225617,0.401659
1713688980,2973.716667,11.89,47.06,10.25,0.007812,5,0.01,0.01,4.71462,340.784039,5.225617,0.401659
1713690780,2974.216667,13.61,42.46,12.43,0.006116,5,0.01,0.01,4.714633,340.784039,5.225617,0.401659
1713692580,2974.716667,12.4,44.59,11.69,0.005633,5,0.01,0.01,4.714644,340.784039,5.225617,0.401659
1713694380,2975.216667,9.921,53.06,9.571,0.007789,5,0.01,0.01,4.714656,340.784039,5.225617,0.401659
1713696180,2975.716667,11.35,51.83,10.28,0.007857,5,0.01,0.01,4.71467,340.784039,5.225617,0.401659
1713697980,2976.216667,11.19,53.21,10.53,0.008588,5,0.01,0.01,4.714685,340.784039,5.225617,0.401659
1713699780,2976.716667,11.28,53.04,10.25,0.009568,5,0.01,0.01,4.714701,340.784039,5.225617,0.401659
1713701580,2977.216667,10.92,53.33,9.924,0.008731,5,0.01,0.01,4.714717,340.784039,5.225617,0.401659
1713703380,2977.716667,12.27,50.2,10.53,0.007593,5,0.01,0.01,4.714732,340.784039,5.225617,0.401659
1713705180,2978.216667,11.36,52.42,10.23,0.007797,5,0.01,0.01,4.714746,340.784039,5.225617,0.401659
1713706980,2978.716667,9.651,58.02,9.217,0.009153,5,0.01,0.01,4.714761,340.784039,5.225617,0.401659
1713708780,2979.216667,8.367,63.9,8.055,0.01118,5,0.01,0.01,4.714779,340.784039,5.225617,0.401659
1713710580,2979.716667,7.563,67.81,7.221,0.01309,5,0.01,0.01,4.714801,340.784039,5.225617,0.401659
1713712380,2980.216667,7.619,65.29,7.296,0.01314,5,0.01,0.01,4.714825,340.784039,5.225617,0.401659
1713714180,2980.716667,7.208,67.01,6.968,0.01352,5,0.01,0.01,4.714849,340.784039,5.225617,0.401659
1713715980,2981.216667,6.73,69.54,6.589,0.01463,5,0.01,0.01,4.714874,340.784039,5.225617,0.401659
1713717780,2981.716667,5.966,69.29,5.982,0.01458,5,0.01,0.01,4.714901,340.784039,5.225617,0.401659
1713719580,2982.216667,5.64,69.33,5.704,0.01505,5,0.01,0.01,4.714927,340.784039,5.225617,0.401659
1713721380,2982.716667,5.018,73.78,5.174,0.01969,5,0.01,0.01,4.714958,340.784039,5.225617,0.401659
1713723180,2983.216667,4.241,80.05,4.466,0.02814,5,0.01,0.01,4.715002,340.784039,5.225617,0.401659
1713724980,2983.716667,3.392,90.1,3.759,1,21.21,0.06372,0.01,4.715927,340.803128,5.225674,0.401659
1713726780,2984.216667,2.759,92.99,3.102,1,71.04,0.1547,0.01,4.717727,340.886153,5.225871,0.401659
1713728580,2984.716667,2.999,85.95,3.178,1,50.54,0.01,0.01,4.719527,340.995575,5.22601,0.401659
1713730380,2985.216667,3.592,74.36,3.683,0.03458,5,0.01,0.01,4.720458,341.041061,5.22601,0.401659
1713732180,2985.716667,3.523,73.81,3.632,0.03023,5,0.01,0.01,4.720516,341.041061,5.22601,0.401659
1713733980,2986.216667,3.434,72.12,3.506,0.02778,5,0.01,0.01,4.720568,341.041061,5.22601,0.401659
1713735780,2986.716667,3.266,73.17,3.329,0.02793,5,0.01,0.01,4.720619,341.041061,5.22601,0.401659
1713737580,2987.216667,3.013,75.2,3.026,0.02943,5,0.01,0.01,4.72067,341.041061,5.22601,0.401659
1713739380,2987.716667,2.815,76.64,2.824,0.02984,5,0.01,0.01,4.720724,341.041061,5.22601,0.401659
1713741180,2988.216667,2.502,76.4,2.495,0.02878,5,0.01,0.01,4.720776,341.041061,5.22601,0.401659
1713742980,2988.716667,2.278,77.46,2.293,0.03039,5,0.01,0.01,4.72083,341.041061,5.22601,0.401659
